transaction_id,source_account_id,destination_account_id,transaction_timestamp,transaction_type,amount,channel,country,is_suspicious,transaction_hour,transaction_day_of_week,high_value_transaction,log_amount,anomaly_prediction,is_anomaly,anomaly_score,rule_high_amount,rule_high_risk_country,rule_unusual_hour,rule_trigger_count
TXN_0000012,ACC_000074,ACC_000624,2026-07-11 07:09:21.755011,PAYMENT,4633.76,ATM,USA,0,7,5,0,8.441339696724054,1,0,0.1926558004648326,0,0,0,0
TXN_0000013,ACC_000948,ACC_000656,2026-04-28 21:08:24.755011,PAYMENT,10833.03,MOBILE,India,0,21,1,0,9.290447385274376,1,0,0.1753882186561766,0,0,0,0
TXN_0000014,ACC_000825,ACC_000324,2026-03-13 16:41:24.755011,DEPOSIT,815.71,MOBILE,India,0,16,4,0,6.705284074687456,1,0,0.1109954906683725,0,0,0,0
TXN_0000015,ACC_000898,ACC_000736,2026-06-25 14:20:34.755011,WITHDRAWAL,1022.59,ATM,Hong Kong,0,14,3,0,6.931071334796725,1,0,0.1328159678963645,0,1,0,1
TXN_0000016,ACC_000937,ACC_000659,2026-08-26 06:00:52.755011,DEPOSIT,4126.79,ATM,UK,0,6,2,0,8.325497433774347,1,0,0.1963133922921897,0,0,0,0
TXN_0000017,ACC_000575,ACC_000552,2026-07-30 02:59:33.755011,WITHDRAWAL,2403.31,BRANCH,UAE,0,2,3,0,7.785018239088624,1,0,0.1500152302737624,0,1,1,2
TXN_0000018,ACC_000142,ACC_000522,2026-04-19 01:12:03.755011,DEPOSIT,11814.66,ONLINE,India,0,1,6,0,9.377181049254228,1,0,0.1228990119109137,0,0,1,1
TXN_0000019,ACC_000643,ACC_000164,2026-04-06 03:23:03.755011,DEPOSIT,2725.4,ONLINE,Singapore,0,3,0,0,7.910737336634996,1,0,0.1264021471784941,0,0,1,1
TXN_0000020,ACC_000542,ACC_000258,2026-06-06 08:21:46.755011,TRANSFER,1488.07,ONLINE,Hong Kong,0,8,5,0,7.305907042996066,1,0,0.155202917140943,0,1,0,1
TXN_0000021,ACC_000274,ACC_000788,2026-07-31 06:26:11.755011,WITHDRAWAL,47041.17,ONLINE,UK,0,6,4,0,10.75879971246089,1,0,0.1227115005705757,0,0,0,0
TXN_0000022,ACC_000004,ACC_000977,2026-06-03 13:35:52.755011,WITHDRAWAL,6179.97,ATM,UAE,0,13,2,0,8.729230496063932,1,0,0.212134570870187,0,1,0,1
TXN_0000023,ACC_000641,ACC_000306,2026-08-23 12:00:10.755011,PAYMENT,8787.05,ATM,UK,0,12,6,0,9.081148123065011,1,0,0.1768529219737929,0,0,0,0
TXN_0000024,ACC_000977,ACC_000798,2026-06-20 04:46:50.755011,TRANSFER,1466.01,MOBILE,Singapore,0,4,5,0,7.290981594752332,1,0,0.1386062501608901,0,0,1,1
TXN_0000025,ACC_000900,ACC_000852,2026-05-16 22:42:18.755011,WITHDRAWAL,4216.42,ATM,India,0,22,5,0,8.346978845656933,1,0,0.1636844196200096,0,0,0,0
TXN_0000026,ACC_000970,ACC_000081,2026-06-25 15:10:01.755011,TRANSFER,9256.74,BRANCH,India,0,15,3,0,9.133215237377458,1,0,0.2013625214213993,0,0,0,0
TXN_0000027,ACC_000132,ACC_000676,2026-06-18 21:40:58.755011,DEPOSIT,33570.73,ATM,UK,1,21,3,0,10.42143962275408,1,0,0.1385020275214196,0,0,0,0
TXN_0000028,ACC_000434,ACC_000988,2026-07-03 06:01:29.755011,PAYMENT,12718.81,ATM,Hong Kong,0,6,4,0,9.450915899675636,1,0,0.1889637147604342,0,1,0,1
TXN_0000029,ACC_000666,ACC_000383,2026-07-15 21:22:49.755011,DEPOSIT,3941.17,BRANCH,India,0,21,2,0,8.279486612099893,1,0,0.179006197687764,0,0,0,0
TXN_0000030,ACC_000347,ACC_000022,2026-03-19 21:28:28.755011,PAYMENT,5709.96,ATM,India,0,21,3,0,8.650142414613018,1,0,0.1854285257117905,0,0,0,0
TXN_0000031,ACC_000061,ACC_000235,2026-07-08 00:14:42.755011,TRANSFER,3936.13,ONLINE,UK,0,0,2,0,8.278207310464627,1,0,0.1537401829411567,0,0,1,1
TXN_0000032,ACC_000286,ACC_000686,2026-04-22 16:16:27.755011,DEPOSIT,74812.02,ATM,UAE,0,16,2,0,11.22274721298628,1,0,0.0422902193976246,0,1,0,1
TXN_0000033,ACC_000585,ACC_000591,2026-08-25 19:17:43.755011,DEPOSIT,7972.9,ATM,Singapore,0,19,1,0,8.983928987105202,1,0,0.1817688084179697,0,0,0,0
TXN_0000034,ACC_000097,ACC_000100,2026-04-13 10:28:00.755011,DEPOSIT,2277.3,MOBILE,Singapore,0,10,0,0,7.731184829805005,1,0,0.1434132553265034,0,0,0,0
TXN_0000035,ACC_000747,ACC_000056,2026-08-22 04:51:47.755011,TRANSFER,21743.15,ONLINE,Singapore,0,4,5,0,9.987100034821877,1,0,0.1548740159101175,0,0,1,1
TXN_0000036,ACC_000883,ACC_000112,2026-08-09 22:07:25.755011,PAYMENT,1872.42,ATM,USA,0,22,6,0,7.535520916494708,1,0,0.117812681557791,0,0,0,0
TXN_0000037,ACC_000433,ACC_000188,2026-04-03 16:23:20.755011,WITHDRAWAL,10411.19,BRANCH,USA,0,16,4,0,9.250732514123143,1,0,0.1802295703995388,0,0,0,0
TXN_0000038,ACC_000454,ACC_000828,2026-03-22 02:24:40.755011,TRANSFER,771.55,ONLINE,Hong Kong,0,2,6,0,6.649696731596428,1,0,0.0585490764839455,0,1,1,2
TXN_0000039,ACC_000096,ACC_000949,2026-08-16 19:15:47.755011,PAYMENT,8595.0,ATM,Singapore,1,19,6,0,9.0590522577624,1,0,0.157421362531194,0,0,0,0
TXN_0000040,ACC_000886,ACC_000411,2026-04-17 23:13:36.755011,TRANSFER,10262.31,ATM,Singapore,0,23,4,0,9.23633067878244,1,0,0.1387900955575161,0,0,0,0
TXN_0000041,ACC_000272,ACC_000949,2026-05-22 06:35:22.755011,DEPOSIT,19656.43,MOBILE,Singapore,0,6,4,0,9.886210662877517,1,0,0.1794179771946278,0,0,0,0
TXN_0000042,ACC_000803,ACC_000570,2026-07-27 07:29:37.755011,DEPOSIT,9953.13,ATM,USA,0,7,0,0,9.205742819409569,1,0,0.152726504559794,0,0,0,0
TXN_0000043,ACC_000594,ACC_000754,2026-03-18 19:38:38.755011,TRANSFER,7053.1,MOBILE,India,0,19,2,0,8.861364287049355,1,0,0.1982859902601809,0,0,0,0
TXN_0000044,ACC_000515,ACC_000942,2026-06-08 01:05:15.755011,PAYMENT,5645.85,ONLINE,UAE,0,1,0,0,8.638853146543344,1,0,0.1270319862789071,0,1,1,2
TXN_0000045,ACC_000071,ACC_000610,2026-04-12 13:05:57.755011,TRANSFER,1374.4,ATM,Singapore,0,13,6,0,7.226499876885736,1,0,0.1236722833137352,0,0,0,0
TXN_0000046,ACC_000584,ACC_000253,2026-08-27 08:07:54.755011,TRANSFER,3415.87,ONLINE,Singapore,0,8,3,0,8.136480206322785,1,0,0.1942764292853327,0,0,0,0
TXN_0000047,ACC_000536,ACC_000324,2026-06-25 05:14:26.755011,WITHDRAWAL,4662.16,ATM,Hong Kong,0,5,3,0,8.447448608893898,1,0,0.195562850505908,0,1,0,1
TXN_0000048,ACC_000272,ACC_000406,2026-04-22 19:26:57.755011,PAYMENT,28811.98,MOBILE,Singapore,0,19,2,0,10.268581259036246,1,0,0.1626243716891485,0,0,0,0
TXN_0000049,ACC_000959,ACC_000075,2026-07-31 11:02:04.755011,TRANSFER,12238.5,BRANCH,UAE,0,11,4,0,9.412423705558744,1,0,0.1947928496050474,0,1,0,1
TXN_0000050,ACC_000219,ACC_000519,2026-03-26 21:02:19.755011,WITHDRAWAL,5957.84,ATM,UK,1,21,3,0,8.692631110243866,1,0,0.1814690777554195,0,0,0,0
TXN_0000051,ACC_000251,ACC_000379,2026-08-25 04:47:18.755011,WITHDRAWAL,11954.95,ATM,Singapore,0,4,1,0,9.388984341394416,1,0,0.1803647334453955,0,0,1,1
TXN_0000052,ACC_000310,ACC_000627,2026-07-22 01:49:33.755011,TRANSFER,5104.62,MOBILE,Hong Kong,0,1,2,0,8.53809717278362,1,0,0.1684597500869482,0,1,1,2
TXN_0000053,ACC_000138,ACC_000271,2026-08-24 23:27:37.755011,TRANSFER,3596.42,ONLINE,Hong Kong,0,23,0,0,8.187972200849217,1,0,0.1116382256713338,0,1,0,1
TXN_0000054,ACC_000289,ACC_000620,2026-04-29 08:19:36.755011,PAYMENT,16882.14,MOBILE,USA,0,8,2,0,9.734070769807913,1,0,0.1961010309762111,0,0,0,0
TXN_0000055,ACC_000271,ACC_000518,2026-08-20 01:57:14.755011,DEPOSIT,27922.82,MOBILE,India,0,1,3,0,10.237235367001617,1,0,0.1491505251554485,0,0,1,1
TXN_0000056,ACC_000850,ACC_000284,2026-05-28 17:05:54.755011,TRANSFER,24773.66,ONLINE,UK,0,17,3,0,10.117576635592416,1,0,0.1809325092023966,0,0,0,0
TXN_0000057,ACC_000269,ACC_000166,2026-07-09 04:15:20.755011,DEPOSIT,2959.98,BRANCH,UAE,0,4,3,0,7.99327557360394,1,0,0.1825993203675636,0,1,1,2
TXN_0000058,ACC_000968,ACC_000905,2026-03-22 01:45:14.755011,PAYMENT,5591.18,ONLINE,UK,0,1,6,0,8.629124472236798,1,0,0.123206066708203,0,0,1,1
TXN_0000059,ACC_000441,ACC_000131,2026-04-05 05:15:33.755011,TRANSFER,12058.39,MOBILE,UK,0,5,6,0,9.397598888570766,1,0,0.1538249913819864,0,0,0,0
TXN_0000060,ACC_000996,ACC_000882,2026-08-09 01:17:27.755011,TRANSFER,26125.16,MOBILE,USA,0,1,6,0,10.170692390195253,1,0,0.1057946750420246,0,0,1,1
TXN_0000061,ACC_000106,ACC_000363,2026-07-14 23:13:37.755011,DEPOSIT,4559.6,ATM,USA,0,23,1,0,8.42520947280005,1,0,0.1497598232179039,0,0,0,0
TXN_0000062,ACC_000831,ACC_000182,2026-08-09 18:50:09.755011,DEPOSIT,6484.75,ONLINE,USA,0,18,6,0,8.777362741566895,1,0,0.1677391672149609,0,0,0,0
TXN_0000063,ACC_000802,ACC_000954,2026-05-10 23:11:19.755011,DEPOSIT,2148.23,ATM,UK,0,23,6,0,7.672864917439545,1,0,0.1128513484192863,0,0,0,0
TXN_0000064,ACC_000111,ACC_000392,2026-07-21 15:17:07.755011,TRANSFER,1928.6,BRANCH,USA,0,15,1,0,7.565068006532866,1,0,0.1627396544717189,0,0,0,0
TXN_0000065,ACC_000472,ACC_000359,2026-09-01 19:23:17.755011,WITHDRAWAL,21483.3,ATM,USA,0,19,1,0,9.975077714807952,1,0,0.1608452621490915,0,0,0,0
TXN_0000066,ACC_000409,ACC_000337,2026-04-13 23:08:32.755011,WITHDRAWAL,41253.37,ONLINE,UK,0,23,0,0,10.627512325545585,1,0,0.0571287988233701,0,0,0,0
TXN_0000067,ACC_000410,ACC_000696,2026-06-14 09:05:41.755011,WITHDRAWAL,7432.28,ONLINE,India,0,9,6,0,8.913722493866468,1,0,0.1735092881211463,0,0,0,0
TXN_0000068,ACC_000183,ACC_000595,2026-04-27 04:26:35.755011,WITHDRAWAL,27017.48,ONLINE,India,0,4,0,0,10.204276355305636,1,0,0.1194381509034842,0,0,1,1
TXN_0000069,ACC_000747,ACC_000806,2026-05-13 14:06:39.755011,WITHDRAWAL,12505.99,BRANCH,UAE,0,14,2,0,9.434042966996335,1,0,0.1953646228476842,0,1,0,1
TXN_0000070,ACC_000591,ACC_000195,2026-03-29 22:02:26.755011,WITHDRAWAL,40269.8,ONLINE,Hong Kong,1,22,6,0,10.603381919553316,1,0,0.0805350603117003,0,1,0,1
TXN_0000071,ACC_000948,ACC_000826,2026-06-16 10:05:47.755011,PAYMENT,12502.39,MOBILE,Singapore,0,10,1,0,9.43375508652232,1,0,0.200015315501629,0,0,0,0
TXN_0000072,ACC_000943,ACC_000339,2026-07-14 10:39:51.755011,WITHDRAWAL,51310.15,ONLINE,Hong Kong,0,10,1,0,10.84566335646988,1,0,0.1032042244437073,0,1,0,1
TXN_0000073,ACC_000317,ACC_000683,2026-06-13 22:27:15.755011,DEPOSIT,7762.1,MOBILE,Singapore,0,22,5,0,8.957137017940644,1,0,0.1645206482098259,0,0,0,0
TXN_0000074,ACC_000131,ACC_000197,2026-06-23 02:50:29.755011,DEPOSIT,52974.84,BRANCH,Hong Kong,0,2,1,0,10.877591239546888,1,0,0.0753167598255081,0,1,1,2
TXN_0000075,ACC_000631,ACC_000583,2026-04-10 06:07:06.755011,WITHDRAWAL,349.43,BRANCH,UAE,0,6,4,0,5.859160971835714,1,0,0.0670953292461555,0,1,0,1
TXN_0000076,ACC_000294,ACC_000216,2026-05-05 11:15:07.755011,DEPOSIT,21726.39,MOBILE,Singapore,0,11,1,0,9.98632895559025,1,0,0.1845606620092091,0,0,0,0
TXN_0000077,ACC_000219,ACC_000524,2026-07-16 15:44:36.755011,DEPOSIT,8995.29,ATM,Hong Kong,0,15,3,0,9.104567549109198,1,0,0.2003953685371817,0,1,0,1
TXN_0000078,ACC_000680,ACC_000649,2026-06-15 13:16:21.755011,WITHDRAWAL,5660.07,ONLINE,USA,0,13,0,0,8.641368199266694,1,0,0.1718519940892707,0,0,0,0
TXN_0000079,ACC_000826,ACC_000204,2026-04-20 01:59:36.755011,PAYMENT,9046.32,ONLINE,India,0,1,0,0,9.110223860241373,1,0,0.132959831439161,0,0,1,1
TXN_0000080,ACC_000626,ACC_000871,2026-06-07 17:23:17.755011,TRANSFER,746.14,BRANCH,Singapore,0,17,6,0,6.616252583904565,1,0,0.0719883380683195,0,0,0,0
TXN_0000081,ACC_000200,ACC_000736,2026-06-27 05:54:47.755011,DEPOSIT,6225.4,BRANCH,Singapore,0,5,5,0,8.736553595645178,1,0,0.1909518442372452,0,0,0,0
TXN_0000082,ACC_000705,ACC_000006,2026-07-12 20:32:38.755011,TRANSFER,12438.29,BRANCH,USA,0,20,6,0,9.428615290709406,1,0,0.1531578568027467,0,0,0,0
TXN_0000083,ACC_000531,ACC_000476,2026-07-20 14:16:34.755011,TRANSFER,47737.52,ATM,India,0,14,0,0,10.773493898155465,1,0,0.0874859335594014,0,0,0,0
TXN_0000084,ACC_000476,ACC_000684,2026-08-10 01:57:51.755011,WITHDRAWAL,4350.63,BRANCH,UAE,0,1,0,0,8.378305766539158,1,0,0.1246663033362963,0,1,1,2
TXN_0000085,ACC_000517,ACC_000437,2026-08-27 16:12:29.755011,DEPOSIT,3071.15,ATM,Hong Kong,0,16,3,0,8.030132921200508,1,0,0.1770301157660129,0,1,0,1
TXN_0000086,ACC_000266,ACC_000770,2026-06-02 20:34:09.755011,PAYMENT,4437.7,MOBILE,UAE,0,20,1,0,8.398116819761299,1,0,0.1827988010079427,0,1,0,1
TXN_0000087,ACC_000282,ACC_000451,2026-04-22 22:03:31.755011,TRANSFER,24306.1,MOBILE,USA,0,22,2,0,10.098523767722025,1,0,0.1502930565834208,0,0,0,0
TXN_0000088,ACC_000915,ACC_000554,2026-05-08 13:02:48.755011,TRANSFER,12022.09,ATM,USA,0,13,4,0,9.394584246599392,1,0,0.1913509305738649,0,0,0,0
TXN_0000089,ACC_000157,ACC_000724,2026-07-20 05:07:57.755011,PAYMENT,4291.05,ONLINE,Singapore,0,5,0,0,8.364519753263348,1,0,0.1519296570558438,0,0,0,0
TXN_0000090,ACC_000478,ACC_000426,2026-06-20 19:50:36.755011,TRANSFER,15001.73,ATM,Singapore,0,19,5,0,9.615987463524355,1,0,0.1807984748009211,0,0,0,0
TXN_0000091,ACC_000599,ACC_000969,2026-08-03 22:36:01.755011,TRANSFER,9104.22,BRANCH,Singapore,0,22,0,0,9.116603154417849,1,0,0.1295306842433086,0,0,0,0
TXN_0000092,ACC_000306,ACC_000772,2026-05-14 18:24:25.755011,DEPOSIT,25909.73,BRANCH,UAE,0,18,3,0,10.162412447609285,1,0,0.1793202918096995,0,1,0,1
TXN_0000093,ACC_000820,ACC_000618,2026-06-21 12:15:11.755011,PAYMENT,3489.58,BRANCH,USA,0,12,6,0,8.15782319050034,1,0,0.175070642205721,0,0,0,0
TXN_0000094,ACC_000030,ACC_000399,2026-06-09 18:20:52.755011,WITHDRAWAL,5468.75,BRANCH,Hong Kong,0,18,1,0,8.606988190532451,1,0,0.1915838932218413,0,1,0,1
TXN_0000095,ACC_000942,ACC_000131,2026-06-06 05:17:17.755011,TRANSFER,5061.76,BRANCH,UAE,0,5,5,0,8.529667068120707,1,0,0.1902964163339201,0,1,0,1
TXN_0000096,ACC_000086,ACC_000659,2026-03-12 17:23:48.755011,DEPOSIT,1399.38,ATM,Singapore,0,17,3,0,7.244498907344708,1,0,0.1459835055563783,0,0,0,0
TXN_0000097,ACC_000389,ACC_000336,2026-04-26 23:30:30.755011,PAYMENT,11560.44,BRANCH,UK,0,23,6,0,9.355430701942533,1,0,0.1248570996506649,0,0,0,0
TXN_0000098,ACC_000389,ACC_000285,2026-08-25 06:30:42.755011,DEPOSIT,11084.09,MOBILE,India,0,6,1,0,9.31335624109729,1,0,0.1890630765770684,0,0,0,0
TXN_0000099,ACC_000553,ACC_000054,2026-07-30 21:47:53.755011,WITHDRAWAL,8152.96,ATM,Hong Kong,0,21,3,0,9.006258977799346,1,0,0.1778431686322472,0,1,0,1
TXN_0000100,ACC_000042,ACC_000773,2026-07-12 00:29:20.755011,TRANSFER,6114.97,ATM,USA,0,0,6,0,8.718658661870148,1,0,0.1075569855370741,0,0,1,1
TXN_0000101,ACC_000157,ACC_000245,2026-07-06 02:43:34.755011,PAYMENT,1482.6,BRANCH,Hong Kong,0,2,0,0,7.302226845615436,1,0,0.1040017884961541,0,1,1,2
TXN_0000102,ACC_000477,ACC_000717,2026-04-18 18:52:50.755011,WITHDRAWAL,4891.36,MOBILE,USA,0,18,5,0,8.49543008363342,1,0,0.1938418302640853,0,0,0,0
TXN_0000103,ACC_000736,ACC_000118,2026-07-30 16:40:42.755011,PAYMENT,5370.86,MOBILE,India,0,16,3,0,8.588929496246198,1,0,0.1980767287175115,0,0,0,0
TXN_0000104,ACC_000590,ACC_000694,2026-05-07 00:55:06.755011,DEPOSIT,3094.15,BRANCH,Hong Kong,0,0,3,0,8.037591649210853,1,0,0.1442671294751764,0,1,1,2
TXN_0000105,ACC_000708,ACC_000851,2026-06-30 10:28:05.755011,PAYMENT,6677.22,ONLINE,Hong Kong,0,10,1,0,8.806606763956166,1,0,0.2144228493082728,0,1,0,1
TXN_0000106,ACC_000701,ACC_000615,2026-08-19 13:44:45.755011,TRANSFER,13159.0,ONLINE,UK,0,13,2,0,9.484937204879309,1,0,0.2017763273787561,0,0,0,0
TXN_0000107,ACC_000380,ACC_000071,2026-07-13 22:00:18.755011,WITHDRAWAL,77918.84,ONLINE,Singapore,0,22,0,0,11.26343588492622,-1,1,-0.0048454151863793,0,0,0,0
TXN_0000108,ACC_000444,ACC_000984,2026-03-27 22:56:20.755011,WITHDRAWAL,9991.53,BRANCH,Hong Kong,0,22,4,0,9.20959309283266,1,0,0.1589872565651396,0,1,0,1
TXN_0000109,ACC_000752,ACC_000535,2026-04-10 15:56:59.755011,WITHDRAWAL,11037.57,BRANCH,Singapore,0,15,4,0,9.309150782455976,1,0,0.1899648056194262,0,0,0,0
TXN_0000110,ACC_000607,ACC_000275,2026-07-27 09:55:16.755011,WITHDRAWAL,7410.59,ATM,India,0,9,0,0,8.910800270171016,1,0,0.1714183342685293,0,0,0,0
TXN_0000111,ACC_000250,ACC_000769,2026-06-02 23:58:54.755011,DEPOSIT,810.36,BRANCH,UK,0,23,1,0,6.698711852046709,1,0,0.0693850471245093,0,0,0,0
TXN_0000112,ACC_000333,ACC_000187,2026-08-19 16:49:11.755011,DEPOSIT,7849.33,ATM,UK,0,16,2,0,8.968310848109434,1,0,0.2025473397312552,0,0,0,0
TXN_0000113,ACC_000287,ACC_000902,2026-05-12 13:11:10.755011,WITHDRAWAL,8710.43,ONLINE,UAE,0,13,1,0,9.072391235475113,1,0,0.2062615723139784,0,1,0,1
TXN_0000114,ACC_000248,ACC_000738,2026-03-24 02:04:39.755011,DEPOSIT,155731.79,BRANCH,UAE,0,2,1,1,11.955896932952095,-1,1,-0.041428463990447,1,1,1,3
TXN_0000115,ACC_000488,ACC_000662,2026-07-19 13:33:54.755011,DEPOSIT,6432.81,BRANCH,India,0,13,6,0,8.769322176744346,1,0,0.1829009929105529,0,0,0,0
TXN_0000116,ACC_000415,ACC_000709,2026-04-19 11:48:22.755011,PAYMENT,11635.97,MOBILE,Hong Kong,0,11,6,0,9.361942378120736,1,0,0.1684330123990092,0,1,0,1
TXN_0000117,ACC_000567,ACC_000544,2026-06-07 08:38:45.755011,WITHDRAWAL,7772.49,BRANCH,Hong Kong,0,8,6,0,8.95847450596715,1,0,0.1707996610167965,0,1,0,1
TXN_0000118,ACC_000720,ACC_000465,2026-05-14 18:38:53.755011,WITHDRAWAL,1993.38,MOBILE,UK,0,18,3,0,7.5980885040804464,1,0,0.1677835856130635,0,0,0,0
TXN_0000119,ACC_000198,ACC_000324,2026-07-25 12:31:15.755011,TRANSFER,31932.75,ATM,USA,0,12,5,0,10.37141872322242,1,0,0.1568429176064562,0,0,0,0
TXN_0000120,ACC_000284,ACC_000742,2026-06-09 11:37:16.755011,WITHDRAWAL,19976.66,ONLINE,USA,0,11,1,0,9.90236992822668,1,0,0.1897895741265529,0,0,0,0
TXN_0000121,ACC_000184,ACC_000310,2026-05-16 12:55:11.755011,TRANSFER,20936.27,ATM,UK,0,12,5,0,9.94928610343246,1,0,0.1831564324090928,0,0,0,0
TXN_0000122,ACC_000567,ACC_000300,2026-03-18 01:12:06.755011,PAYMENT,2720.95,BRANCH,India,0,1,2,0,7.909103814196266,1,0,0.1527487339377807,0,0,1,1
TXN_0000123,ACC_000292,ACC_000481,2026-06-26 22:25:31.755011,DEPOSIT,43623.58,BRANCH,UK,0,22,4,0,10.68337603195122,1,0,0.1018452523005994,0,0,0,0
TXN_0000124,ACC_000259,ACC_000964,2026-03-17 10:31:30.755011,DEPOSIT,1506.85,ONLINE,India,0,10,1,0,7.318440074124462,1,0,0.163001378019936,0,0,0,0
TXN_0000125,ACC_000591,ACC_000645,2026-03-21 20:20:24.755011,TRANSFER,16386.75,ATM,USA,0,20,5,0,9.70428938348572,1,0,0.1787630907755647,0,0,0,0
TXN_0000126,ACC_000088,ACC_000255,2026-05-05 11:04:06.755011,TRANSFER,112257.07,BRANCH,UAE,0,11,1,1,11.628555696116084,-1,1,-0.0094262483220993,1,1,0,2
TXN_0000127,ACC_000232,ACC_000795,2026-07-05 13:07:50.755011,DEPOSIT,2468.48,BRANCH,Singapore,0,13,6,0,7.8117628811424575,1,0,0.160820505144567,0,0,0,0
TXN_0000128,ACC_000440,ACC_000313,2026-06-29 17:49:05.755011,TRANSFER,4106.98,ONLINE,USA,0,17,0,0,8.320686702487425,1,0,0.1442460095587492,0,0,0,0
TXN_0000129,ACC_000677,ACC_000084,2026-04-27 20:25:57.755011,PAYMENT,9132.38,ATM,USA,0,20,0,0,9.11969111318405,1,0,0.1447636751247219,0,0,0,0
TXN_0000130,ACC_000003,ACC_000419,2026-04-06 20:35:13.755011,DEPOSIT,4428.56,BRANCH,UK,0,20,0,0,8.396055535307248,1,0,0.1402777411693713,0,0,0,0
TXN_0000131,ACC_000724,ACC_000290,2026-05-02 09:45:29.755011,DEPOSIT,1260.42,ONLINE,Hong Kong,0,9,5,0,7.139993349502618,1,0,0.1501567970561125,0,1,0,1
TXN_0000132,ACC_000807,ACC_000811,2026-04-27 20:00:22.755011,PAYMENT,8797.96,BRANCH,India,0,20,0,0,9.082388811664094,1,0,0.1470207116523734,0,0,0,0
TXN_0000133,ACC_000153,ACC_000931,2026-07-11 05:17:19.755011,WITHDRAWAL,2264.79,ATM,India,0,5,5,0,7.725678762977447,1,0,0.1653785974675276,0,0,0,0
TXN_0000134,ACC_000315,ACC_000610,2026-08-08 09:00:32.755011,WITHDRAWAL,14304.23,BRANCH,India,0,9,5,0,9.56838048364926,1,0,0.184340722858519,0,0,0,0
TXN_0000135,ACC_000717,ACC_000413,2026-05-05 12:15:35.755011,WITHDRAWAL,2688.37,BRANCH,Singapore,0,12,1,0,7.897062244423114,1,0,0.1909226915552166,0,0,0,0
TXN_0000136,ACC_000911,ACC_000443,2026-03-15 04:51:24.755011,WITHDRAWAL,52047.98,MOBILE,India,0,4,6,0,10.859940477309314,1,0,0.0773680211121131,0,0,1,1
TXN_0000137,ACC_000857,ACC_000882,2026-07-16 09:33:01.755011,TRANSFER,3165.59,MOBILE,UAE,0,9,3,0,8.060410578101127,1,0,0.1898795017632545,0,1,0,1
TXN_0000138,ACC_000180,ACC_000482,2026-08-01 07:33:37.755011,DEPOSIT,5505.63,MOBILE,USA,0,7,5,0,8.613708099789049,1,0,0.1954105082071635,0,0,0,0
TXN_0000139,ACC_000504,ACC_000993,2026-05-31 02:27:48.755011,TRANSFER,312346.88,BRANCH,UK,1,2,6,1,12.6518728456408,-1,1,-0.0864959040989775,1,0,1,2
TXN_0000140,ACC_000687,ACC_000108,2026-05-08 19:19:55.755011,PAYMENT,1850.04,MOBILE,Singapore,0,19,4,0,7.523502922280579,1,0,0.1615341635907987,0,0,0,0
